366,2008-02-02 13:30:48,116.45353,39.90732
366,2008-02-02 13:30:53,116.45348,39.90729
366,2008-02-02 13:30:58,116.45334,39.90725
366,2008-02-02 13:31:03,116.4533,39.90722
366,2008-02-02 13:31:08,116.45327,39.90722
366,2008-02-02 13:31:13,116.4532,39.90725
366,2008-02-02 13:31:18,116.45309,39.9076
366,2008-02-02 13:31:23,116.453,39.9077
366,2008-02-02 13:31:28,116.45281,39.9076
366,2008-02-02 13:31:33,116.45271,39.90767
366,2008-02-02 13:31:38,116.45262,39.90771
366,2008-02-02 13:31:48,116.45244,39.90758
366,2008-02-02 13:31:53,116.4523,39.90753
366,2008-02-02 13:31:58,116.45201,39.90758
366,2008-02-02 13:32:03,116.45176,39.90766
366,2008-02-02 13:32:08,116.45163,39.90763
366,2008-02-02 13:32:13,116.45159,39.90754
366,2008-02-02 13:32:18,116.45148,39.9075
366,2008-02-02 13:32:23,116.45135,39.90742
366,2008-02-02 13:32:28,116.45125,39.90736
366,2008-02-02 13:32:33,116.45111,39.90733
366,2008-02-02 13:32:38,116.45086,39.90733
366,2008-02-02 13:32:43,116.45041,39.90743
366,2008-02-02 13:32:48,116.4502,39.90743
366,2008-02-02 13:32:53,116.45013,39.9074
366,2008-02-02 13:32:58,116.45005,39.9074
366,2008-02-02 13:33:03,116.45008,39.90733
366,2008-02-02 13:33:08,116.45,39.90732
366,2008-02-02 13:33:13,116.44997,39.90731
366,2008-02-02 13:33:18,116.44998,39.90727
366,2008-02-02 13:33:23,116.44993,39.90726
366,2008-02-02 13:33:28,116.44981,39.90722
366,2008-02-02 13:33:33,116.44969,39.90724
366,2008-02-02 13:33:38,116.44963,39.90724
366,2008-02-02 13:33:43,116.44955,39.90726
366,2008-02-02 13:33:48,116.44952,39.90729
366,2008-02-02 13:33:53,116.44942,39.90733
366,2008-02-02 13:33:58,116.44927,39.90736
366,2008-02-02 13:34:03,116.44902,39.90747
366,2008-02-02 13:34:08,116.44872,39.90754
366,2008-02-02 13:34:13,116.44835,39.90755
366,2008-02-02 13:34:18,116.44785,39.90759
366,2008-02-02 13:34:23,116.4475,39.90742
366,2008-02-02 13:34:28,116.44706,39.90736
366,2008-02-02 13:34:38,116.4459,39.90736
366,2008-02-02 13:34:43,116.44543,39.90735
366,2008-02-02 13:34:48,116.44505,39.90738
366,2008-02-02 13:34:53,116.4446,39.9074
366,2008-02-02 13:34:58,116.44444,39.90746
366,2008-02-02 13:35:03,116.44444,39.90773
366,2008-02-02 13:35:08,116.44442,39.90816
366,2008-02-02 13:35:13,116.4444,39.90876
366,2008-02-02 13:35:18,116.44438,39.90932
366,2008-02-02 13:35:23,116.44436,39.90987
366,2008-02-02 13:35:28,116.44434,39.91052
366,2008-02-02 13:35:33,116.44435,39.9111
366,2008-02-02 13:35:33,116.44435,39.9111
366,2008-02-02 13:35:38,116.44439,39.91144
366,2008-02-02 13:35:38,116.44439,39.91144
366,2008-02-02 13:35:43,116.44444,39.91153
366,2008-02-02 13:35:43,116.44444,39.91153
366,2008-02-02 13:35:48,116.44449,39.91152
366,2008-02-02 13:35:53,116.44449,39.91152
366,2008-02-02 13:35:58,116.44449,39.91152
366,2008-02-02 13:36:03,116.44449,39.91152
366,2008-02-02 13:36:08,116.44449,39.91152
366,2008-02-02 13:36:13,116.44449,39.91152
366,2008-02-02 13:36:18,116.44449,39.91152
366,2008-02-02 13:36:23,116.44449,39.91152
366,2008-02-02 13:36:28,116.44449,39.91152
366,2008-02-02 13:36:33,116.44449,39.91152
366,2008-02-02 13:36:38,116.44449,39.91152
366,2008-02-02 13:36:43,116.44449,39.91152
366,2008-02-02 13:36:48,116.4445,39.91153
366,2008-02-02 13:36:53,116.44444,39.91165
366,2008-02-02 13:36:58,116.44446,39.91194
366,2008-02-02 13:37:03,116.4444,39.91243
366,2008-02-02 13:37:08,116.44438,39.91303
366,2008-02-02 13:37:13,116.44441,39.9137
366,2008-02-02 13:37:18,116.44439,39.91448
366,2008-02-02 13:37:28,116.44443,39.91585
366,2008-02-02 13:37:33,116.44442,39.91598
366,2008-02-02 13:37:38,116.44439,39.91591
366,2008-02-02 13:37:43,116.44439,39.9159
366,2008-02-02 13:37:48,116.44439,39.9159
366,2008-02-02 13:37:53,116.44438,39.91589
366,2008-02-02 13:37:58,116.44436,39.91588
366,2008-02-02 13:38:03,116.44435,39.91588
366,2008-02-02 13:38:08,116.44435,39.91588
366,2008-02-02 13:38:13,116.44437,39.91597
366,2008-02-02 13:38:18,116.44438,39.91629
366,2008-02-02 13:38:23,116.4444,39.91669
366,2008-02-02 13:38:28,116.44446,39.91709
366,2008-02-02 13:38:33,116.4446,39.9174
366,2008-02-02 13:38:38,116.44472,39.9177
366,2008-02-02 13:38:43,116.44481,39.91774
366,2008-02-02 13:38:48,116.44496,39.91769
366,2008-02-02 13:38:53,116.44514,39.91774
366,2008-02-02 13:38:58,116.44536,39.91776
366,2008-02-02 13:39:03,116.4458,39.9179
